Date,Username,User tag,Content,Mentions,link
"2023-04-25,23:05:51","Magdars","#7109","qué eres?","",""
"2023-04-25,23:06:00","Magdars","#7109","quién eres","",""
"2023-04-25,23:06:15","Matix Cubix","#0729","Il'lithid","",""
"2023-04-25,23:06:38","Matix Cubix","#0729","Respondo por Azk'rhtulr","",""
"2023-04-25,23:06:59","Magdars","#7109","por qué confías en mí?","",""
"2023-04-25,23:07:03","Matix Cubix","#0729","Los mios somo Ilithid","",""
"2023-04-25,23:07:10","Matix Cubix","#0729","No lo hago.","Magdars#7109",""
"2023-04-25,23:07:31","Matix Cubix","#0729","Si no lo haces no tienes otra forma.","",""
"2023-04-25,23:07:42","Magdars","#7109","qué quieres decir?","",""
"2023-04-25,23:08:07","Matix Cubix","#0729","Sabes que yo se todo de ti","",""
"2023-04-25,23:08:21","Matix Cubix","#0729","Encontrate va a ser trivial","",""
"2023-04-25,23:08:28","Matix Cubix","#0729","No quieres que vuelva a verte","",""
"2023-04-25,23:08:43","Matix Cubix","#0729","Si fallas nos volveremos a ver","",""
"2023-04-25,23:08:49","Matix Cubix","#0729","Te lo prometo","",""
"2023-04-25,23:09:07","Matix Cubix","#0729","Y ademas","",""
"2023-04-25,23:09:13","Matix Cubix","#0729","Sabes que te gusta esta idea...","",""
"2023-04-25,23:09:40","Magdars","#7109","...","",""
"2023-04-25,23:09:50","Magdars","#7109","lo que quieres que vierta en el agua lo beberán más criaturas","",""
"2023-04-25,23:09:52","Magdars","#7109","además de los duergar","",""
"2023-04-25,23:10:01","Matix Cubix","#0729","Claro","",""
"2023-04-25,23:10:08","Matix Cubix","#0729","Daño colateral","",""
"2023-04-25,23:10:12","Matix Cubix","#0729","Inevitable.","",""
"2023-04-25,23:10:17","Matix Cubix","#0729","Igual que tu querído plan","",""
"2023-04-25,23:10:42","Magdars","#7109","a diferencia de mi plan","",""
"2023-04-25,23:10:45","Magdars","#7109","quedaría en el agua","",""
"2023-04-25,23:10:50","Magdars","#7109","quien sabe por cuánto tiempo","",""
"2023-04-25,23:11:01","Matix Cubix","#0729","Ah, no por mucho.","",""
"2023-04-25,23:11:04","Matix Cubix","#0729","No es necesario","",""
"2023-04-25,23:11:07","Matix Cubix","#0729","2 semans","",""
"2023-04-25,23:11:14","Matix Cubix","#0729","quizas 1","",""
"2023-04-25,23:11:25","Matix Cubix","#0729","Te recomiendo tener agua antes","",""
"2023-04-25,23:11:33","Matix Cubix","#0729","y que no bebas del agua","",""
"2023-04-25,23:11:43","Matix Cubix","#0729","Si quieres no hay problema","",""
"2023-04-25,23:11:55","Magdars","#7109","por qué no quieres que active el esferón¨?","",""
"2023-04-25,23:12:10","Matix Cubix","#0729","Demasiado caos","",""
"2023-04-25,23:12:14","Matix Cubix","#0729","Sumamente incierto","",""
"2023-04-25,23:12:17","Matix Cubix","#0729","Plan ineficiente","",""
"2023-04-25,23:12:28","Matix Cubix","#0729","Veo demasiadas aristas que pueden salir mal","",""
"2023-04-25,23:12:51","Magdars","#7109","...","",""
"2023-04-25,23:13:09","Matix Cubix","#0729","Se que eres inferior a mi","",""
"2023-04-25,23:13:13","Matix Cubix","#0729","No te preocupes","",""
"2023-04-25,23:13:15","Matix Cubix","#0729","Me tienes a mi","",""
"2023-04-25,23:13:49","Magdars","#7109","el esferón","",""
"2023-04-25,23:13:51","Magdars","#7109","sabes qué es?","",""
"2023-04-25,23:14:02","Matix Cubix","#0729","Sí","",""
"2023-04-25,23:14:27","Magdars","#7109","sabes dónde están los demás?","",""
"2023-04-25,23:14:37","Matix Cubix","#0729","Es una posibilidad.","",""
"2023-04-25,23:15:42","Matix Cubix","#0729","Se nos está acabando el tiempo","",""
"2023-04-25,23:15:54","Matix Cubix","#0729","Te debo pasar una forja","",""
"2023-04-25,23:16:01","Matix Cubix","#0729","Para que vayas Con Hanso y Greta","",""
"2023-04-25,23:16:12","Matix Cubix","#0729","No es una forja","",""
"2023-04-25,23:16:18","Matix Cubix","#0729","Pero va a hacer ese trabajo","",""
"2023-04-25,23:16:27","Matix Cubix","#0729","Y","",""
"2023-04-25,23:16:31","Matix Cubix","#0729","Parece que tenemos visitas","",""
"2023-04-25,23:19:37","Magdars","#7109","duergar?","",""
"2023-04-25,23:19:52","Matix Cubix","#0729","En efecto","",""
"2023-04-25,23:20:04","Magdars","#7109","...","",""
"2023-04-25,23:20:05","Matix Cubix","#0729","Vienen a perturbar mis queridas criaturas","",""
"2023-04-25,23:20:42","Magdars","#7109","si hago lo que me pides","",""
"2023-04-25,23:20:47","Magdars","#7109","te irás a la ciudad de los duergar?","",""
"2023-04-25,23:20:57","Matix Cubix","#0729","Si y no","",""
"2023-04-25,23:21:03","Matix Cubix","#0729","No me puedo mover fisicamente de aqui","",""
"2023-04-25,23:21:16","Matix Cubix","#0729","Pero podré estar mentalmente allá","",""
"2023-04-25,23:21:29","Magdars","#7109","...","",""
"2023-04-25,23:21:46","Magdars","#7109","hay un dragón en la ciudad","",""
"2023-04-25,23:21:49","Magdars","#7109","qué pretendes hacer con él?","",""
"2023-04-25,23:22:04","Matix Cubix","#0729","Ah, si, era lo ultimo que te queria mencionar de hecho","",""
"2023-04-25,23:22:22","Matix Cubix","#0729","Necesito que se quede ahí","",""
"2023-04-25,23:22:27","Matix Cubix","#0729","Liberarlo sería otro caos","",""
"2023-04-25,23:22:38","Magdars","#7109","qué pretendes hacer con él?","",""
"2023-04-25,23:22:55","Matix Cubix","#0729","Dejarlo ser","",""
"2023-04-25,23:23:03","Matix Cubix","#0729","Quizas usarlo","",""
"2023-04-25,23:23:11","Matix Cubix","#0729","O tomar control eventualmente","",""
"2023-04-25,23:23:28","Matix Cubix","#0729","No me interesa del todo","",""
"2023-04-25,23:23:31","Matix Cubix","#0729","De todas formas","",""
"2023-04-25,23:23:44","Matix Cubix","#0729","Su mente está demasiado adoctrinada","",""
"2023-04-25,23:23:47","Matix Cubix","#0729","Básica.","",""
"2023-04-25,23:24:27","Magdars","#7109","además de lo que me ofreciste","",""
"2023-04-25,23:24:30","Magdars","#7109","tengo tres condiciones","",""
"2023-04-25,23:24:35","Magdars","#7109","y cumpliré lo que me pides","",""
"2023-04-25,23:24:40","Magdars","#7109","no deberían ser difíciles para ti","",""
"2023-04-25,23:24:59","Matix Cubix","#0729","Escuchémoslas...","",""
"2023-04-25,23:25:36","Magdars","#7109","quiero saber dónde están los otros esferones","",""
"2023-04-25,23:25:59","Magdars","#7109","quiero un mapa del underdark, con sus salidas","",""
"2023-04-25,23:26:20","Magdars","#7109","y el dragón...","",""
"2023-04-25,23:26:49","Magdars","#7109","no lo adoctrines","",""
"2023-04-25,23:27:11","Magdars","#7109","imagino que sabes acerca de godaku","",""
"2023-04-25,23:27:28","Magdars","#7109","no me gustaría que se enfade porque su hermano fue poseído","",""
"2023-04-25,23:27:37","Magdars","#7109","eso probablemente también sería un inconveniente para ti","",""
"2023-04-25,23:28:10","Matix Cubix","#0729","Lo ultimo, considéralo, no estoy interesado en ese tal dragon","",""
"2023-04-25,23:28:17","Matix Cubix","#0729","Solo espero que no tome del agua contaminada","",""
"2023-04-25,23:28:23","Matix Cubix","#0729","Lo segundo","",""
"2023-04-25,23:28:28","Matix Cubix","#0729","Te puedo dar un mapa","",""
"2023-04-25,23:28:38","Matix Cubix","#0729","Pero, no creo que lo comprendas","",""
"2023-04-25,23:28:45","Matix Cubix","#0729","o más bien","",""
"2023-04-25,23:28:53","Matix Cubix","#0729","No tenemos intencion de salir a la superficie","",""
"2023-04-25,23:29:09","Matix Cubix","#0729","Y este mapa","",""
"2023-04-25,23:29:12","Matix Cubix","#0729","No es gratís.","",""
"2023-04-25,23:29:26","Matix Cubix","#0729","La verdad es informacion muy privilegiada","",""
"2023-04-25,23:29:44","Matix Cubix","#0729","Lo de los esferones","",""
"2023-04-25,23:29:59","Matix Cubix","#0729","No puedo","",""
"2023-04-25,23:30:02","Matix Cubix","#0729","Es demasiado","",""
"2023-04-25,23:30:10","Magdars","#7109","creí que no te interesaban","",""
"2023-04-25,23:30:48","Matix Cubix","#0729","La verdad no","",""
"2023-04-25,23:31:07","Matix Cubix","#0729","Pero es demasiada informacion para darte","",""
"2023-04-25,23:31:17","Matix Cubix","#0729","Creo que ya es justo que te deje viva","",""
"2023-04-25,23:31:29","Matix Cubix","#0729","La informacion tiene su precio.","",""
"2023-04-25,23:31:34","Matix Cubix","#0729","Si quieres","",""
"2023-04-25,23:31:39","Matix Cubix","#0729","Despues de que hagas tales cosas","",""
"2023-04-25,23:31:43","Matix Cubix","#0729","Puedes volver","",""
"2023-04-25,23:31:46","Matix Cubix","#0729","Y lo discutimos.","",""
"2023-04-25,23:32:00","Magdars","#7109","jajajaja","",""
"2023-04-25,23:32:09","Magdars","#7109","allí sí que no tendrás razón para no devorarme","",""
"2023-04-25,23:32:26","Matix Cubix","#0729","Tambien es cierto","",""
"2023-04-25,23:32:34","Matix Cubix","#0729","A menos que demuestres tu valor","",""
"2023-04-25,23:32:46","Matix Cubix","#0729","O de lo que me puedas servir","",""
"2023-04-25,23:33:09","Magdars","#7109","no tengo interés en servirte","",""
"2023-04-25,23:33:26","Magdars","#7109","esperas que te de una ciudad duergar a cambio de un carruaje y una forja?","",""
"2023-04-25,23:33:32","Magdars","#7109","sé que puedes matarme aquí","",""
"2023-04-25,23:33:39","Magdars","#7109","pero por lo que veo, tú también estás atrapado","",""
"2023-04-25,23:33:41","Magdars","#7109","y estás muriendo","",""
"2023-04-25,23:33:50","Matix Cubix","#0729","Muriendo?","",""
"2023-04-25,23:33:52","Matix Cubix","#0729","Atrapado?","",""
"2023-04-25,23:34:03","Matix Cubix","#0729","jaja, no es equivale a la situacion que te encuentras ahora mismo.","",""
"2023-04-25,23:34:15","Matix Cubix","#0729","Ni por lo más minimo Nia","",""
"2023-04-25,23:34:32","Matix Cubix","#0729","Esto lo hago, por puro que te tengo compasion","",""
"2023-04-25,23:34:58","Matix Cubix","#0729","Y porque creo que, cuando dos personas tienen un mismo enemigo en comun","",""
"2023-04-25,23:35:10","Matix Cubix","#0729","Lo más sensato es una alianza","",""
"2023-04-25,23:35:28","Matix Cubix","#0729","Velo como un negocio de ayudua mutua","",""
"2023-04-25,23:35:44","Matix Cubix","#0729","Ambos ganamos","",""
"2023-04-25,23:35:49","Matix Cubix","#0729","Yo siempre ganaría","",""
"2023-04-25,23:36:06","Matix Cubix","#0729","Pero tu solo me ayudas a hacerlo más expedito","",""
"2023-04-25,23:36:37","Matix Cubix","#0729","Y vamos que la colaboración tambien es algo que en si mismo tiene valor","",""
"2023-04-25,23:36:42","Magdars","#7109","...","",""
"2023-04-25,23:36:44","Magdars","#7109","colaboracón","",""
"2023-04-25,23:36:46","Matix Cubix","#0729","Gracias a ti he aprendido mucho","",""
"2023-04-25,23:36:51","Magdars","#7109","alianza","",""
"2023-04-25,23:36:53","Magdars","#7109","compasión","",""
"2023-04-25,23:37:03","Magdars","#7109","suena a palabras que estrían por debajo de ti","",""
"2023-04-25,23:37:09","Magdars","#7109","para lo que pareces ser","",""
"2023-04-25,23:37:16","Matix Cubix","#0729","Cierto","",""
"2023-04-25,23:37:24","Matix Cubix","#0729","Pero si tengo emociones","",""
"2023-04-25,23:37:32","Matix Cubix","#0729","Yo puedo sentir las tuyas","",""
"2023-04-25,23:37:39","Matix Cubix","#0729","Tienes miedo.","",""
"2023-04-25,23:38:00","Matix Cubix","#0729","Tienes miedo que las cosas salgan de tu control.","",""
"2023-04-25,23:38:05","Matix Cubix","#0729","Y la incerteza","",""
"2023-04-25,23:38:15","Matix Cubix","#0729","Yo estoy previéndote esa certeza","",""
"2023-04-25,23:41:44","Magdars","#7109","realmente","",""
"2023-04-25,23:42:00","Magdars","#7109","lo que vayas a hacer en la ciudad duergar para mí es tan incierto como desestabilizar el esferón","",""
"2023-04-25,23:42:13","Matix Cubix","#0729","Ah","",""
"2023-04-25,23:42:28","Matix Cubix","#0729","Podría sentarme y explicarte en detalle","",""
"2023-04-25,23:42:35","Matix Cubix","#0729","Sería mi gusto","",""
"2023-04-25,23:42:46","Matix Cubix","#0729","En estos momento corremos poco de tiempo","",""
"2023-04-25,23:42:52","Matix Cubix","#0729","Pero dire en pocas palabras.","",""
"2023-04-25,23:43:04","Matix Cubix","#0729","Mis hijos se filtraran en el agua","",""
"2023-04-25,23:43:12","Matix Cubix","#0729","y todo ser vivo que haga contacto con el agua","",""
"2023-04-25,23:43:19","Matix Cubix","#0729","Entrará bajo mi control.","",""
"2023-04-25,23:43:28","Matix Cubix","#0729","Y en particular el Rey","",""
"2023-04-25,23:43:36","Matix Cubix","#0729","Al controlar el Rey","",""
"2023-04-25,23:43:42","Matix Cubix","#0729","Puedo manejar los ejercitos","",""
"2023-04-25,23:43:45","Matix Cubix","#0729","Las personas","",""
"2023-04-25,23:43:48","Matix Cubix","#0729","Los recursos.","",""
"2023-04-25,23:43:56","Matix Cubix","#0729","Paro la esclavitud de los myconid","",""
"2023-04-25,23:44:27","Matix Cubix","#0729","Despues, tengo una fuente inagotable de personas que enviara el rey","",""
"2023-04-25,23:44:34","Matix Cubix","#0729","Voy a ir poco a poco","",""
"2023-04-25,23:44:41","Matix Cubix","#0729","Consumiendo todo los duergar.","",""
"2023-04-25,23:45:04","Magdars","#7109","y para qué es la mosca?","",""
"2023-04-25,23:45:24","Matix Cubix","#0729","Ah, es una versión más potente si quieres","",""
"2023-04-25,23:45:33","Matix Cubix","#0729","Consumira el cerebro del rey","",""
"2023-04-25,23:45:38","Matix Cubix","#0729","Y lo reemplzará","",""
"2023-04-25,23:45:55","Matix Cubix","#0729","poco a poco","",""
"2023-04-25,23:45:59","Matix Cubix","#0729","al igual que las personas.","",""
"2023-04-25,23:46:14","Magdars","#7109","hay algún antídoto para el agua? para nosotros y el dragón","",""
"2023-04-25,23:46:30","Matix Cubix","#0729","si","",""
"2023-04-25,23:46:38","Matix Cubix","#0729","este es","",""
"2023-04-25,23:46:45","Matix Cubix","#0729","pero","",""
"2023-04-25,23:46:49","Matix Cubix","#0729","tiene un precio.","",""
"2023-04-25,23:47:04","Magdars","#7109","cuál","",""
"2023-04-25,23:48:23","Magdars","#7109","solo lo quiero para el dragón","",""
"2023-04-25,23:48:30","Magdars","#7109","como ya dije, podría interferir","",""
"2023-04-25,23:48:42","Magdars","#7109","en tus planes y los míos","",""
"2023-04-25,23:49:12","Avrae","#6944","<@455883637452177429>  :game_die:
**Result**: 1d20 (7) + 5
**Total**: 12","Magdars#7109",""
"2023-04-25,23:49:46","Matix Cubix","#0729","Puedo encaargarme despues si el dragon si llega a contaminar.","",""
"2023-04-25,23:50:02","Magdars","#7109","de ""liberarlo""?","",""
"2023-04-25,23:50:52","Matix Cubix","#0729","No, de evitar que sea contaminado.","",""
"2023-04-25,23:51:17","Matix Cubix","#0729","El precio","",""
"2023-04-25,23:51:19","Matix Cubix","#0729","Nía","",""
"2023-04-25,23:51:24","Matix Cubix","#0729","Es un pelo tuyo","",""
"2023-04-25,23:52:17","Magdars","#7109","no","",""
"2023-04-25,23:52:26","Matix Cubix","#0729","de acuerdo","",""
"2023-04-25,23:52:51","Matix Cubix","#0729","Entonces os recomiendo mover","",""
"2023-04-25,23:53:05","Magdars","#7109","no entiendes","",""
"2023-04-25,23:53:12","Magdars","#7109","no se puede contaminar ese dragón","",""
"2023-04-25,23:53:46","Matix Cubix","#0729","Entiendo perfectamente.","",""
"2023-04-25,23:54:56","Magdars","#7109","no","",""
"2023-04-25,23:55:06","Magdars","#7109","no cumplir tu plan","",""
"2023-04-25,23:55:09","Magdars","#7109","y matar al dragón","",""
"2023-04-25,23:55:14","Magdars","#7109","para mí son realmente lo mismo","",""
"2023-04-25,23:55:34","Magdars","#7109","no tengo quién es más poderoso entre ustedes dos","",""
"2023-04-25,23:55:54","Magdars","#7109","pero realmente, si tú o godaku deciden vengarse porque no cumplí mi palabra","",""
"2023-04-25,23:55:59","Magdars","#7109","estoy igual de muerta","",""
"2023-04-25,23:56:08","Magdars","#7109","no puedo prometerte que no liberaré al dragón","",""
"2023-04-25,23:56:15","Magdars","#7109","si a él le prometí que sí lo haría","",""
"2023-04-25,23:56:28","Matix Cubix","#0729","Bueno, tendrás que elegir.","",""
"2023-04-25,23:56:39","Matix Cubix","#0729","Pero si el liberar el Dragón afecta nuestro plann","",""
"2023-04-25,23:56:49","Matix Cubix","#0729","Entonces la culpa no será mía.","",""
"2023-04-25,23:56:57","Magdars","#7109","será en absoluto tuya","",""
"2023-04-25,23:57:01","Matix Cubix","#0729","Haz lo que quieras con el dragon","",""
"2023-04-25,23:57:01","Magdars","#7109","lo único que tienes que hacer","",""
"2023-04-25,23:57:12","Magdars","#7109","es no consumirlo","",""
"2023-04-25,23:57:23","Matix Cubix","#0729","No estoy interesado","",""
"2023-04-25,23:57:26","Matix Cubix","#0729","En el Dragon","",""
"2023-04-25,23:57:57","Magdars","#7109","no lo contamines entonces","",""
"2023-04-25,23:58:09","Matix Cubix","#0729","Eso lo decides tu","",""
"2023-04-25,23:58:17","Matix Cubix","#0729","O tu veras como","",""
"2023-04-25,23:58:21","Matix Cubix","#0729","Yo creo en ti","",""
"2023-04-25,23:58:29","Matix Cubix","#0729","No quiero perder más tiempo.","",""
"2023-04-25,23:58:39","Matix Cubix","#0729","Mis lacayos","",""
"2023-04-25,23:58:44","Matix Cubix","#0729","Te hicieron un carruaje","",""
"2023-04-25,23:58:50","Matix Cubix","#0729","Ojalá idealmente lo más parecido","",""
"2023-04-25,23:59:01","Matix Cubix","#0729","Está en las afueras","",""
"2023-04-25,23:59:04","Matix Cubix","#0729","Con una forja cargada","",""
"2023-04-25,23:59:15","Matix Cubix","#0729","El unico problema ahora es que los duergar","",""
"2023-04-25,23:59:21","Matix Cubix","#0729","Están dentro de la ciudad","",""
"2023-04-25,23:59:26","Matix Cubix","#0729","Y vienen hacia aquí","",""
"2023-04-25,23:59:34","Matix Cubix","#0729","Por lo que debo actuar.","",""
"2023-04-25,23:59:51","Matix Cubix","#0729","Antes que lleguen un metro más.","",""
